precio,aseos,dormitorios,superficie,plantas,codigo_postal
373500,2,1,800,1,98107
662700,2,1.5,2440,2,98118
239950,5,1,1460,2,98168
383000,3,1,1150,1,98052
485000,3,2.75,2650,1,98028
610000,4,2.75,2600,1,98075
545000,6,1.75,1820,1,98116
780000,2,2.5,2560,2,98112
305000,3,2.5,1714,2,98055
405000,3,1,1330,1,98074
1110000,5,3.5,7350,2,98065
273000,3,1.75,2050,2,98058
326500,3,1,1810,2,98072
365000,3,1.75,1380,1,98056
1000750,3,2.75,3070,2,98004
422500,2,1,800,1,98117
354450,4,2.75,2140,2,98001
320000,3,1,1330,1,98077
223000,3,1,1030,1,98032
410000,3,2.5,1740,2,98053
438000,3,1,1200,1.5,98144
390000,3,3,1490,2,98199
298500,4,2.5,1890,2,98092
749999,5,2.25,3060,2,98006
779000,6,2.5,3250,1,98115
570000,3,2.75,2730,2,98034
385000,3,1,810,1,98144
649000,4,2,2240,1,98033
283000,3,1,1740,1,98168
699900,4,2.25,2380,1,98008
278500,4,1,1540,1,98058
700000,4,1.75,2340,1,98052
535000,4,2.75,2710,2,98045
234500,3,1.75,1310,1,98168
374150,3,1.75,1390,1,98133
397000,4,2.5,2201,2,98198
613000,3,2.25,1960,1,98008
1150000,3,2.5,2850,1,98004
595000,4,1.75,1880,1,98115
340000,5,2.75,2440,2,98030
388000,4,2.5,2560,2,98038
404000,3,1.75,1410,1,98166
810000,3,2,2870,1.5,98115
405000,4,2.5,2620,2,98058
726000,5,3,2970,2,98075
266000,3,2.5,1780,1,98030
722500,5,2.25,3700,1,98177
352000,4,2.5,1252,1,98001
265000,4,1.5,1240,1,98198
856000,3,2.5,2160,2,98116
346950,3,2.5,2040,2,98038
866059,5,3.5,3130,2,98006
410000,3,2.5,2350,2,98065
370000,3,1.75,1570,2,98045
230000,3,1,1530,1.5,98022
400000,2,2,1520,1,98117
172000,3,1,1350,1,98023
615000,3,1.75,1950,1,98007
860000,4,3.5,3950,2,98075
555000,3,1.75,2040,1,98116
579000,3,2.5,1990,1.5,98103
385000,3,1.75,1300,1,98034
420000,4,2.25,2030,2,98011
645000,3,1.75,2340,1.5,98103
549950,3,2.5,2160,2,98133
678000,3,2.75,2770,1,98033
199000,4,2,2030,2,98178
604000,3,1,1440,1,98040
268000,5,1.75,1730,1,98059
960000,5,3.5,4510,2,98074
509250,3,2.5,2100,1,98052
416000,3,2.5,1800,2,98034
190000,3,1,1090,1,98003
212000,3,1.5,1010,1,98003
325900,3,2.5,2040,2,98023
560000,3,3.5,2270,2,98136
275000,3,2.5,1730,2,98030
665000,4,2.5,2480,2,98059
1505000,4,3.5,3480,2,98144
375000,4,2,1720,1,98106
359950,3,1.75,1570,1,98126
340000,4,2.75,3527,2,98198
401000,2,1,840,1,98177
669000,2,1.75,1950,1,98166
638500,4,2.5,1980,2,98052
545000,2,1.5,1620,2,98144
524000,4,1,1980,1,98034
1610000,5,3.75,3530,2,98040
280000,2,1,1260,1,98126
828000,4,2.5,2120,1,98006
223000,3,1.75,1360,1,98023
1289000,4,3.5,3100,2,98033
750000,2,2,2370,1,98019
430000,2,1,1460,1,98125
711000,4,1.75,1980,1,98040
310000,4,2.5,1930,2,98042
415000,5,1.75,3700,1,98178
274900,4,2.5,1970,2,98030
525000,3,3,2470,2,98027
179500,3,1,1180,1,98092
478000,3,1,1280,1.5,98115
195000,3,1.75,1380,1,98042
385000,4,3,2740,1,98058
401000,3,2.75,2020,1,98011
522000,4,2.5,2835,2,98038
330000,4,1.75,1520,1,98065
503000,3,2.5,2190,2,98155
175000,5,1.75,1680,1,98003
963990,4,3.5,3915,2,98053
845000,5,2,1720,1,98004
157500,2,1,670,1,98108
450000,2,3,1790,2,98144
925000,4,1.75,2440,1,98115
600000,2,1,920,1,98115
709000,4,1,1680,1.5,98103
1385000,5,3.75,3290,2,98199
248000,3,2.5,2120,1,98092
245000,3,1,910,1,98103
332000,2,1,1000,1,98108
459950,3,2.5,2340,2,98065
425000,3,2,1180,2,98122
460000,3,2.25,2080,1,98077
838300,6,2.5,3760,1,98117
256000,3,2.5,1480,2,98010
864000,3,2.75,3060,2,98006
900000,4,3.5,3070,2,98116
145600,3,1,1170,1,98058
865000,5,3,2900,1,98115
250250,3,2.25,2210,2,98023
162000,4,2,1440,1,98056
450000,4,1.75,1980,1,98034
675500,4,2.75,2060,1,98005
697000,3,2.25,2420,1.5,98115
1324050,3,3.25,3440,2,98105
490000,3,1.75,1600,1,98052
590000,3,2.25,2210,1,98115
280000,4,1.75,2250,1,98023
515000,2,1,1680,1,98136
576000,3,1,1140,1,98115
375000,3,1.75,1430,2,98011
478000,3,1,1440,1,98052
282000,3,1,1670,1,98042
1400000,4,4.5,3080,2,98040
593500,5,3.25,4300,2,98027
724950,4,3.5,3010,2,98045
306000,3,1.75,1560,1,98056
341000,4,1.75,1920,1,98058
399950,3,2.5,1400,1,98106
534000,5,2,2280,2,98122
635000,6,2.5,3880,2,98053
350000,2,1,1350,1,98103
856000,3,1.5,1480,1.5,98112
582000,4,3,1670,3,98122
799000,4,2.5,3400,2,98052
423700,3,2.5,2070,2,98065
1835000,4,3.5,4870,2,98006
322000,3,2,1760,1,98010
929000,4,3.25,4030,2,98053
443000,2,1,1130,1,98115
441500,3,1.75,1510,1,98034
875000,4,3.5,3110,2,98075
3600000,3,3.25,5020,2,98144
450000,2,1,740,1,98115
425000,3,2.25,1630,1,98034
660000,4,1.75,2780,2,98074
763101,3,1.75,1990,1,98105
499000,4,2.75,2250,2,98019
521000,3,1.75,1720,1,98053
302000,2,1,900,1,98022
293000,4,2.25,2360,2,98038
335000,3,2.25,1530,2,98019
499000,2,1,1450,2,98103
600000,3,1.75,2040,1.5,98115
720000,4,1.75,2620,1.5,98005
195000,2,2,1180,2,98038
249000,3,1,1110,1,98166
334000,3,2.25,1840,2,98019
599950,4,1.75,2720,1,98115
149900,2,1.75,1090,1,98198
700000,4,1.75,1730,1,98115
525000,4,1.5,1170,1,98040
1049000,4,3.75,4740,2,98027
402000,3,2.5,1960,1,98034
450000,3,2,1430,1,98103
520000,3,2.25,2510,2,98027
205000,3,1.75,1420,1,98023
635000,3,2.25,2680,1,98038
210500,3,1,1220,1,98001
406650,2,1,1070,1,98126
350000,3,1.75,1580,1,98010
425000,4,1.75,1820,1,98115
798000,3,3.5,3590,2,98074
180000,3,1,1960,2,98056
1250000,5,3.25,3160,2,98040
435000,4,2,2030,2,98133
355000,3,1.5,1240,1,98034
3000000,5,3.25,5370,2,98004
685000,5,2.5,2670,2,98155
311000,3,1,1640,1,98059
305000,4,2.25,2130,1,98031
675000,3,2.5,2550,1.5,98144
769000,4,2.75,3630,1,98040
430000,3,1.5,1690,1.5,98006
516250,6,2,2390,1.5,98011
760000,3,3.5,2350,1,98125
579950,3,3.5,1420,2,98115
476000,3,2.25,1570,1,98133
510000,3,1.75,1600,1,98034
205000,2,1,720,1,98106
240000,3,1,1470,1,98032
738000,5,3.5,2790,2,98166
420000,3,1.75,1720,1,98125
455000,3,1.75,1300,1,98052
765000,4,1,2520,1.5,98144
372000,4,1.5,1780,1.5,98059
160000,3,1,1200,1,98118
772000,4,2.5,2990,2,98074
1125000,5,1.75,1910,2,98112
479000,3,1,1370,1.5,98103
570000,3,2.5,1910,2,98075
350000,4,1,1170,1.5,98125
353000,3,2.5,1250,3,98115
699000,5,2.5,3340,2,98038
265000,3,2,1380,2,98148
167000,1,1,780,1.5,98014
500000,4,2.25,2080,1,98008
700000,3,1,1410,2,98144
295000,1,1,520,1,98116
1010000,4,3.5,3500,2,98115
209000,2,1,840,1,98042
276000,3,1.75,2240,1,98001
380000,4,2.5,2100,2,98059
315000,3,1.5,1750,1,98024
685530,4,2.5,3130,2,98014
254600,3,2,1470,1,98002
230000,3,2,1440,1,98056
335000,3,3,1430,3,98103
550000,4,2.5,2170,1,98052
123300,3,1,1150,1.5,98032
275436,4,2.75,2170,1.5,98030
325000,4,3.5,2630,1.5,98188
635000,4,2.5,2490,2,98053
513000,3,1.75,1710,1,98107
580000,4,2.5,2130,1,98075
225000,3,1,940,1,98148
265000,3,1,1400,1,98168
313000,4,1.75,1630,1,98144
296000,2,1,1370,1,98133
655500,4,2.75,2380,1,98007
250750,5,1.75,2140,1,98002
438000,4,2.5,1970,2,98059
590000,3,2.75,2550,2,98072
329500,3,1,1080,1,98133
1195000,3,2.25,3070,2,98006
415000,2,1,1470,1,98199
900000,4,2.5,3620,2,98052
378000,3,1.5,1050,1,98024
474000,2,1,1050,1,98022
464000,3,1,1320,2,98122
310000,3,1,1210,1,98155
580000,3,1.5,1860,2,98177
999000,3,2.75,2830,1,98070
510000,2,1,810,1,98199
650000,3,1.5,1630,1,98115
196000,3,1,880,1,98023
220000,4,1.75,1660,1,98168
855000,3,2.25,3440,2,98006
483000,3,1.75,2110,1,98028
400000,3,1,1060,1,98133
435000,3,2.5,1900,2,98011
219500,1,1,820,1,98126
2950000,4,3.5,4860,2,98039
427000,3,2.5,2050,3,98133
430000,2,1.5,1090,1.5,98103
685000,2,1.5,1090,1.5,98103
495000,2,1.5,1920,1,98199
299950,3,2.5,1870,2,98001
390000,4,1.75,2690,1.5,98146
385000,3,1.75,2160,1.5,98144
740000,4,2.5,3000,2,98027
991700,4,3,2290,2,98116
765000,3,2.75,2250,2.5,98122
802000,4,2.25,2130,2,98006
950000,4,2.75,2500,1,98004
392000,4,2.5,2300,2,98042
590000,3,2.5,3360,1,98014
425000,4,2.5,1920,2,98126
765000,5,1.75,2440,1.5,98146
313500,3,2.25,1440,2,98034
320000,3,1,1780,2,98125
604000,4,1.75,1490,1,98199
570000,3,2,1400,2,98112
639000,4,2.5,2150,2,98052
335000,4,2,1910,1,98059
896000,4,1.75,2660,2,98115
259500,3,1.75,1650,1,98188
637000,3,2,1980,1,98115
307450,4,2.75,2690,1,98023
535000,3,1.75,1380,1,98117
669500,4,2.25,2500,1.5,98117
259000,3,1.75,1590,1,98166
441000,4,1.5,1100,1,98122
228800,4,2.5,1470,2,98118
530000,2,2,1680,1,98053
524000,2,2,1450,1,98112
430000,4,2.25,2020,1.5,98126
1325000,4,3.25,2470,1.5,98112
210000,3,1,1230,1,98042
449000,4,2.5,1850,1,98126
945000,2,2.5,2540,2,98116
200450,3,1,970,1,98188
219950,3,1.5,1070,1,98002
659500,4,3,2620,1,98006
746000,4,2.75,2110,1.5,98008
540000,3,1.75,2110,1,98052
485000,5,2,1910,1,98133
202000,2,1,670,1,98126
2525000,4,5.5,6930,1,98006
502000,3,2.75,2010,1,98028
279000,2,2.75,1770,1,98001
409500,3,1,1340,1,98103
453000,3,2,1660,1,98034
367000,4,1,1820,1.5,98106
550000,3,2.5,2510,2,98056
273500,3,1.5,1560,1,98031
505000,4,3,2280,1,98125
770000,3,2.5,2650,2,98053
565000,4,2.25,2470,2,98155
316000,3,0.75,1270,1,98077
160000,4,1,1520,1.5,98198
170000,3,1,1310,1,98198
235000,3,1,1310,1,98198
1799000,4,3.5,3930,2,98005
310000,3,1,990,1,98034
285000,4,1.75,2080,1,98178
280000,2,1,960,1,98117
2298000,4,4.25,4070,2,98040
763776,4,2.5,2750,2,98075
530000,5,2.75,3230,1,98166
362000,1,1,890,1.5,98019
430000,2,1,990,1,98117
456500,3,1,1290,1.5,98117
445000,4,2.5,2170,2,98115
386900,3,1,1330,1,98034
479000,3,1,1340,1,98006
525000,3,2.5,2200,2,98065
272000,4,1.75,2520,1,98023
517000,4,1,1180,1.5,98125
615000,3,1.75,2660,1,98117
439000,3,1.75,1250,1,98008
716000,3,2.5,2270,1,98029
308000,2,1,1080,1,98118
800000,3,2.25,1620,2,98119
575000,3,2,940,1,98117
219950,3,1.5,1620,1,98042
770000,4,2.5,2350,2,98006
424950,3,1.75,2090,1,98034
387000,3,2.25,1760,2,98065
790000,4,1.75,2050,1,98155
156000,2,1,600,1,98146
580000,2,1,2540,1,98118
490000,4,2.25,2090,2,98033
950000,5,3.25,2700,2,98144
400000,2,2.5,1410,2,98126
325000,2,2.5,1170,2,98133
365000,4,2.5,2540,2,98092
255000,3,1.75,2190,1.5,98002
985000,5,3.5,3890,2,98125
595000,4,2.5,2030,1,98115
427500,3,1,1350,1,98125
728000,3,1.5,1940,1.5,98112
549950,2,1,1260,1,98117
650000,3,2,2800,1,98125
1125000,5,3.25,3080,1,98033
203000,3,1,840,1,98042
311000,2,1,860,1,98118
387500,6,2,2400,1,98028
370000,4,2,1640,1,98155
228000,2,1,1060,1,98125
740000,2,1.75,2080,1,98117
200000,4,2,2090,1,98178
660000,3,1,1240,1,98103
275000,4,2,2030,2,98168
708000,2,1,1120,1,98199
280000,3,2.5,1270,2,98045
325000,4,2.5,2260,2,98042
495000,3,2.5,1780,2,98045
691000,2,2,1780,1.5,98119
2288000,4,2.5,4080,2,98004
329500,3,2.5,2120,1,98001
348000,3,2.5,2060,2,98023
425000,2,1,1670,1,98125
210000,3,1,1080,1,98106
285000,2,1,1210,1,98126
222000,3,1,990,1,98023
200000,4,2.5,1720,1,98092
247500,3,2,1530,1,98023
1500000,4,5.5,6550,1,98058
190000,3,1.75,1100,1,98146
975000,4,2.5,3020,1.5,98112
1130000,4,3,3180,2,98105
283200,4,1.75,1830,1,98003
650000,3,2.5,2540,1,98177
449500,3,2,1770,1,98133
400000,3,1.75,1470,1,98034
89950,1,1,570,1,98146
158800,3,1,960,1,98146
870000,4,3,2940,2,98136
196000,3,1.5,1000,1,98001
850000,3,1.75,2450,1,98199
775000,4,2.5,3310,2,98052
483500,3,2.5,1670,2,98027
387000,3,1.5,1620,2,98019
900000,3,3,2990,2,98155
336000,3,1.5,1240,1,98106
415000,2,1,670,1,98118
380000,0,0,1470,3,98133
350000,3,1.5,1320,1,98112
1320000,4,5.25,6110,2,98059
765000,3,1.75,2440,1,98199
527000,4,2.5,2900,2,98059
524000,4,2.75,2310,1.5,98118
448000,2,1,1110,1,98115
775000,4,3.25,4100,2,98072
176500,3,1,930,1.5,98032
750000,4,2.25,2420,1,98146
1265000,4,2.25,2870,1,98112
250000,3,1,1480,1,98146
759000,3,2.75,1960,1.5,98122
640000,3,2,1470,1.5,98199
990000,3,3.25,2460,2,98115
395000,4,1.75,1960,1,98125
275000,2,1.5,1160,2,98133
390000,3,2.5,1910,2,98059
752500,5,2.75,2720,1.5,98107
450000,2,1,1020,1.5,98107
473000,2,1,900,1,98117
178500,3,1.75,1120,1,98045
485000,3,2.5,2340,1,98038
215000,3,1.5,1410,1,98023
589000,4,1.75,1920,1,98116
325000,4,1.75,1370,1,98028
580000,3,2.5,1590,2.5,98116
181100,4,1.75,1850,1,98198
345000,3,2,1430,1,98199
781000,3,1.75,1940,1,98125
402500,4,1,1270,1.5,98122
426000,3,1.5,1380,1,98106
389000,3,2.5,1720,2,98065
670000,6,3,4050,2,98027
1506000,4,3.25,3660,2.5,98112
288400,3,2.25,1870,2,98056
700000,4,2,2230,1.5,98103
830000,4,3,2020,1,98199
1899000,2,2.75,3690,2,98166
350500,2,1,1450,1,98115
431000,3,1.75,1630,1,98166
485000,3,2.5,1840,1,98177
780000,3,1.5,1620,1,98117
720000,2,1.5,1840,1,98136
415000,3,1,1360,1,98072
480000,4,1,2080,1,98117
452250,4,2.25,2550,1,98028
316000,3,2.5,2550,2,98023
700000,2,1,1160,1,98178
285000,4,2,1760,1,98118
575000,3,1.75,1720,1,98115
590000,3,2.25,2300,1,98166
587500,4,1.75,2500,1,98166
364000,4,2.25,1750,1.5,98155
490000,3,2.5,1890,2,98074
410000,3,2.25,1800,1,98027
520000,3,2.5,2160,2,98029
389000,3,1,1380,1,98133
450000,2,1,1180,1,98119
325000,3,2.5,2550,2,98031
660000,2,1,1070,1,98103
850000,3,2.25,2870,2,98136
285000,3,2.5,1940,2,98042
395000,2,1,870,1,98107
440000,3,2,1550,2,98103
249000,3,1.75,1400,1.5,98056
635000,3,1.75,1210,1.5,98105
515000,3,2.5,3430,2,98001
1400000,3,3.25,3020,2,98112
200000,2,1,950,1,98166
1135000,4,2.75,3370,1,98136
445000,4,1,1460,1,98126
555000,3,1.5,1740,1.5,98117
537000,4,2,1720,1,98116
315000,3,1.75,1480,1,98055
805000,5,2.5,3320,2,98075
414000,4,2.5,3490,1.5,98023
375000,2,1.5,1160,2,98144
401000,4,1.75,3010,1,98125
210000,3,1,1030,1,98198
365000,2,1,980,1,98115
178000,5,1.5,1990,1,98178
710000,2,1,1790,1,98112
255000,2,1,810,1,98146
528000,5,2.25,2940,1,98077
537000,4,4.25,4883,2,98092
442000,4,1.5,1360,1,98116
375000,3,1.75,1370,1,98014
637250,4,2.5,2120,2,98052
427500,3,1.75,1240,1,98136
700000,4,2.5,2770,2,98053
680000,3,1.75,1660,1,98116
393820,2,2,1170,1,98115
525000,4,2.75,2470,1,98108
505000,2,1.75,1310,1,98117
555565,3,2,1670,1,98033
650000,3,1.75,1660,1,98177
632500,5,3.25,3500,2,98065
269000,3,2.5,1440,2,98038
405000,4,2.75,2360,1,98034
845000,3,3.5,3460,2,98077
234000,3,1,1750,1,98032
638000,4,1.75,1470,1.5,98107
290000,3,1.75,1710,1,98045
262000,1,0.75,520,1,98022
270000,4,2.5,2350,2,98042
875000,4,2.25,2380,2,98117
299000,3,2.25,1920,2,98032
551000,3,1,1580,1,98027
350000,3,2.75,3070,2,98166
1901000,3,2.5,2660,2,98004
511718,2,1.75,1700,1,98117
965000,4,3.25,5010,2,98027
475000,4,2.25,2680,2,98011
1062000,4,2.75,2720,1.5,98117
252000,2,1,940,1,98070
580000,6,2.5,3596,1,98166
374950,2,2.25,1240,2,98144
739000,5,4,4660,2,98056
271000,4,1.75,1710,1,98031
230000,2,1,930,1,98168
210000,3,2.25,1430,1,98023
350000,3,2.75,1650,2,98166
491500,3,2.25,1560,1,98034
325000,3,2.5,1870,1,98045
190000,3,2,1320,1,98038
658600,4,2,1400,1.5,98117
299950,3,1.5,1940,1,98168
464000,5,2,2000,1.5,98122
308000,3,1,1640,1.5,98168
625000,3,1,1020,1,98033
240000,3,1.75,1630,1,98032
530000,4,2.5,2940,2,98042
1000000,5,4.5,2120,2,98006
439000,1,1,790,1,98122
575000,4,1.75,2020,1,98133
418000,3,1.75,1530,1,98155
1208000,4,3.75,3250,2,98004
1100000,4,3.75,2930,1.5,98119
1900000,3,3.75,3150,2,98112
580000,3,2.5,2180,2,98072
380000,2,1,1040,1,98126
256000,3,1,880,1,98055
349950,3,1,1400,1,98125
691500,4,2.5,2600,2,98115
556000,3,1.75,1590,1.5,98105
218000,3,2.25,1610,1,98023
425000,4,2,1390,1.5,98108
935000,3,3.25,3710,2,98014
732000,4,1.75,2360,1,98006
805500,3,1,1440,1,98004
507250,3,1.75,1400,1,98126
800000,4,2.5,4600,2,98053
600000,3,2.25,2100,2,98008
627800,4,1.75,2010,1,98074
660000,2,2.25,2550,2,98115
153503,2,2.5,1240,2,98003
456500,3,2.25,2090,1,98034
1306000,5,2.5,2770,2,98004
843500,3,2.5,3560,2,98052
625000,3,1,1240,1,98103
527000,2,1.75,1640,1,98105
1965000,5,3.75,3940,1.5,98004
1003000,5,2.5,3150,2,98005
855000,4,3,2550,2,98117
725000,4,3.25,3940,2,98059
315000,1,1,580,1,98126
180000,3,1.75,1330,1,98001
700000,2,1,930,1,98136
476500,3,1,1060,2,98033
193000,3,1.5,1180,1,98148
295000,4,2.5,1850,2,98030
363000,2,1,820,1,98136
875000,4,2.5,3600,2,98077
257200,3,2,1850,1,98002
555000,3,2,2240,1,98008
380000,3,2.25,1860,2,98022
282000,4,2.75,2390,2,98023
545000,4,2.5,2040,2,98115
550000,3,1.5,1900,1.5,98115
921500,3,1.5,1900,1.5,98115
885000,3,1.5,2200,2,98112
820000,4,2.25,2280,1.5,98119
289000,3,1,1090,1,98056
334000,1,1,670,1,98116
206000,3,1,1050,1,98010
491950,3,2.25,2090,1,98115
430000,3,2.5,2030,2,98024
208000,3,2,1250,1,98042
245000,4,2.25,2600,1,98023
426000,2,1,640,1,98117
400000,3,2.5,2120,2,98059
553000,3,1,1330,1,98115
296000,2,1,750,1,98117
428000,3,2.5,2230,1,98042
325000,4,2.5,1890,1,98106
294000,2,1,820,1,98133
410000,3,1.75,1880,1,98059
590000,4,4.25,2360,2,98003
445000,3,2.25,1850,2,98029
921000,4,2.5,2310,2,98122
496000,3,1.5,2520,1,98045
95000,2,1,800,1,98198
359000,4,1.75,1580,1,98126
452500,3,2.5,2430,1,98045
555000,4,1.75,2350,1.5,98116
549900,5,3,3800,1.5,98042
569000,5,3,3670,1,98155
318500,4,2,1780,1,98058
487028,2,1.5,1295,2,98112
240000,3,1,1350,1,98032
253000,3,2.25,1440,1,98030
380000,5,1.75,1320,1,98198
250000,2,0.75,700,1,98092
368500,2,1.75,2510,2,98092
340000,3,1,3180,1,98022
400000,2,1,910,1,98136
835000,3,2,1570,1.5,98117
299000,3,2.5,2450,2,98023
1675000,6,2.25,4910,2.5,98102
265000,3,2,1570,1,98092
437500,4,2.5,2680,2,98059
865000,3,1.75,2090,2,98199
626000,3,2,2150,1,98029
247300,2,2,1140,2,98144
2075000,4,3.5,4230,2,98004
425000,3,1,1790,1.5,98108
905000,5,3.5,3100,1,98008
641250,3,2.5,2220,3,98117
675000,4,2.5,2370,2,98027
845000,4,2.75,4070,2,98045
401500,4,1,1790,1,98133
395000,3,2.5,1610,2,98052
1100000,5,2.75,2830,1,98040
145000,3,1,1010,1,98168
900000,3,1,1560,1.5,98117
374500,3,1.5,1330,1,98034
850000,4,2.25,2330,2,98005
490000,3,1,960,1,98116
304000,3,2.5,1710,2,98003
400000,4,2.25,2230,1,98133
454000,3,2,1700,2,98011
160000,2,2,1040,1,98118
542000,3,1.75,1070,1,98052
403500,5,2.5,3600,1,98166
418000,4,2.5,2750,2,98038
406000,4,1.5,1920,2,98198
242500,3,2.25,1770,1,98198
425000,4,2.5,2460,2,98058
613000,4,2,1550,1.5,98103
189000,3,2,1460,1,98045
700000,4,2.25,2440,1.5,98125
750000,3,1,1640,1.5,98103
494000,2,1,1290,1,98115
700000,4,3,3150,2,98075
705000,2,2.5,2305,1,98077
356000,2,1.75,1060,1,98072
625000,3,1.75,2060,1,98052
144975,2,1,900,1,98198
970000,4,4.5,3890,2,98029
415000,3,1.75,1910,1,98072
485000,4,3,2340,1,98034
799950,3,3,2900,2,98052
783350,4,2.5,3290,2,98077
430000,1,1,630,1,98109
2544750,5,4.75,5410,2,98112
975000,4,2.5,4270,1,98053
950000,3,1.5,1700,1,98004
350000,2,1,1430,1.5,98177
637000,4,2.75,2850,2,98125
895000,3,2,2160,1,98059
579000,2,2,1760,1,98118
314900,4,1.75,2700,1,98003
122000,2,1,860,1,98022
405000,2,1,880,1,98103
553650,2,2.5,1360,2,98112
369900,2,2.5,1770,3,98126
225000,3,2,2030,1,98001
160000,2,1,1180,1,98178
449500,4,2,2430,1,98038
650000,3,1,1300,1,98004
542126,4,2.5,2360,2,98077
309950,3,1.5,1200,1,98045
115000,2,1,1000,1,98001
221700,2,1.5,1556,1,98032
726000,3,2.5,1890,1.5,98107
515000,3,1.75,1810,1,98116
756000,4,2.5,2730,2,98006
1570000,4,3.75,3070,2,98112
442000,4,2.25,2080,1,98074
260000,4,2,1620,2,98031
390000,2,1.75,1150,1,98102
459500,2,1,1250,1,98117
330000,3,1.5,1430,1,98155
189000,2,1,790,1,98168
280000,3,1,1200,1.5,98030
400000,2,1.75,2110,1,98155
368000,4,2,3160,1,98056
390000,4,1.75,2700,1.5,98058
245000,2,1,820,1,98133
375000,4,2.5,1800,1,98133
465000,5,1.5,1750,1,98033
445000,3,2,1540,1,98059
250000,3,1,1130,1,98118
475500,3,1,1500,1,98133
672324,2,1.75,1600,1.5,98105
420000,3,2,1200,1,98115
515000,3,2,1690,1.5,98117
732350,4,2.5,2270,2,98052
297500,4,2.5,1910,2,98038
475000,3,1.5,1640,1.5,98115
414000,4,2.5,2120,2,98019
357250,3,1.5,1400,1,98125
289950,2,1,760,1,98133
550000,3,1,1070,1,98118
446000,3,1.75,1460,1,98028
279000,3,1.5,1280,1.5,98038
370000,3,2.25,1650,2,98011
216000,3,2,1260,1,98188
1100000,3,2.5,2200,1,98004
1280600,4,2.5,3560,1,98040
355000,2,1.5,1140,1,98106
699000,4,2.5,2550,2,98008
412000,3,2.5,1553,3,98133
276000,2,1,1140,1,98065
100000,2,1,790,1,98178
955500,4,1.75,2130,1.5,98119
199000,3,1,1390,1,98058
762000,4,3.5,4000,2,98065
425000,4,2,1520,1,98034
546000,2,1,1657,2,98116
419600,3,1.75,1680,1,98133
735000,4,2.25,2270,1,98199
1234568,2,2.5,2470,3,98112
445000,2,2,1240,2,98117
665000,3,2,1740,1,98045
1290000,5,3.5,4090,1,98034
508500,4,2.75,2520,2,98074
345950,5,1,1340,1.5,98155
207500,3,1,1640,1,98042
1075000,4,2.5,3000,1,98040
640000,3,1,1210,2,98112
329500,3,1,1810,1,98070
460000,4,2.75,2200,1,98028
1230000,3,1.75,2200,1.5,98004
805000,5,3,2350,2,98118
200000,3,1.5,1090,1,98042
749700,3,1.75,2280,1,98059
288000,0,1.5,1430,3,98125
535000,2,1,1520,1,98117
330000,3,2.25,1620,1,98178
479200,3,2,1510,1.5,98116
373000,5,2.5,3001,2,98042
355000,4,1.5,2020,1,98178
275000,3,2,1380,1,98038
380000,3,1.5,1520,1,98136
417000,2,1.75,1090,1,98105
1165000,5,3.75,4220,2,98075
598500,3,2.25,2520,1,98074
629000,3,2,1760,1,98199
226950,2,1,930,1,98168
1225000,4,2.5,2600,1.5,98177
415000,3,2.25,2180,1,98056
595000,3,2.5,1910,2,98029
209950,3,1.75,1100,1,98042
568000,3,1.75,1760,1,98053
119900,2,1,700,1,98178
207000,3,1,1080,1,98023
195000,3,1,1070,1,98001
324950,3,1.5,1460,1,98166
210000,1,1,1050,1,98133
1078000,4,2.75,3160,2,98053
325088,4,1,1400,1,98108
790000,4,3,3120,2,98058
150000,2,1,720,1,98058
790000,3,3,2840,2,98059
255000,2,1,1220,1,98126
697000,4,3,2820,1.5,98117
457500,2,1,840,1,98117
690000,3,2,1610,1.5,98115
967000,4,3.25,1860,2,98103
980000,4,1.75,2260,1,98040
619420,4,2.75,2450,2,98059
389000,2,1,850,1,98103
500000,3,1,1800,1,98118
569000,4,1.75,1230,1,98004
425000,4,2.25,2060,1,98034
635000,4,2.25,2750,1,98118
256500,2,1,1120,1,98070
695000,4,2.5,3010,2,98028
535000,4,1.5,1580,1.5,98107
454200,4,2.5,2630,2,98059
418500,2,1,790,1,98117
749950,4,2.75,3110,2,98072
338500,3,1.75,2130,1,98070
1250000,4,3.75,4520,1.5,98040
299950,3,2.5,1600,2,98001
325000,4,1.75,1950,1,98168
434000,4,3,2010,2,98011
328950,4,1.75,2550,1,98058
2095000,5,3.75,5340,2.5,98144
570000,4,2,2000,2,98075
802000,3,2.25,2170,2,98103
525000,3,1,1550,1.5,98103
700000,6,3,2790,2.5,98119
350000,3,1.75,1980,1,98042
277500,2,1.5,1190,3,98133
1575000,5,2.75,3650,1,98004
195000,3,1,1510,1.5,98022
222000,3,2,1200,1,98002
865000,5,3,2830,1,98040
445000,4,2,1650,1,98144
495800,4,1.5,1710,1.5,98115
548500,3,1,1740,1.5,98122
310000,3,1.75,1840,1,98058
205000,3,1.5,1820,1,98055
470000,5,3.75,3860,2,98038
430000,3,1.5,1810,1.5,98010
310000,2,2,1030,3,98125
355000,4,1,1410,1.5,98133
621500,5,2.5,2140,1,98166
175000,6,1.5,1930,1,98146
326000,6,1.5,1930,1,98146
690000,4,3.5,1930,1.5,98116
335000,4,2.5,2210,2,98003
197000,4,1,1360,1,98188
312500,3,1.75,1830,1,98055
436000,3,2.25,2120,1,98155
1015000,4,2.5,2700,2,98103
805000,4,2.5,3160,2,98006
